OBJECTID,TRL_NAME,PARK_NAME,FEATURE_ID,TRL_ID,SEG_ID,STG_AR_ID,SUB_TYPE,FEATURE,FEAT_CMNT,ELEV_FT,CITY_JUR,ZIP_CODE,SUP_DIST,X_STREET,X,Y,PARKING,PHOTO,TXT_E,LAT,LON,DB_ID,DIR_LAT,DIR_LON
7472,Schabarum-Skyline Trail,,0400465,000036,0000360001,040001,1,TAPO,"gate on both sides of trail, access to staging",235,Unincorporated Los Angeles County,90601,4th District,Peck Rd & Workman Mill Rd,"118° 2' 11.369"" W","34° 1' 22.176"" N",SA,IMG_000420.jpg,Mapped,34.02283164,-118.03650367,53,34.02301717,-118.03656663
7489,Schabarum-Skyline Trail,,0400785,000036,0000360005,040016,1,TAPO,from staging area,603,Unincorporated Los Angeles County,91748,4th District,Calle Barcelona & Saleroso Dr,"117° 55' 43.135"" W","33° 58' 46.475"" N",SA,IMG_0004523.jpg,Mapped,33.97958114,-117.92866086,53,33.97943371,-117.92811808
7490,Schabarum-Skyline Trail,,0400786,000036,0000360006,040016,1,TAPO,from staging area,615,Unincorporated Los Angeles County,91748,4th District,Calle Barcelona & Saleroso Dr,"117° 55' 42.291"" W","33° 58' 44.870"" N",SA,IMG_0004526.jpg,Mapped,33.97913537,-117.92842643,53,33.97943371,-117.92811808
7497,Schabarum-Skyline Trail - Azusa/Colima Connector,,0400859,000061,0000610018,040004,1,TH,starts in grass field in park,467,Unincorporated Los Angeles County,91748,4th District,Colima Rd & S Azusa Ave,"117° 55' 52.381"" W","33° 59' 24.099"" N",SA,IMG_0004603.jpg,Mapped,33.99003244,-117.93122894,270,33.99062681,-117.92976845
7498,Schabarum-Skyline Trail - Colima Parking Connector,,0400867,000062,0000620021,040004,1,TH,,478,Unincorporated Los Angeles County,91748,4th District,Colima Rd & Powder Canyon Mtwy,"117° 55' 44.029"" W","33° 59' 22.937"" N",SA,IMG_0004601.jpg,Mapped,33.98970957,-117.92890921,271,33.99062681,-117.92976845
7504,Schabarum Extension Trail,,0400987,000065,0000650001,,1,TAPO,"from cul du sac, informal access point, consider formalizing",690,Unincorporated Los Angeles County,91748,4th District,Cottontail Pl & Whippoorwill Dr,"117° 54' 58.157"" W","33° 58' 8.591"" N",ST,IMG_0006733.jpg,Mapped,33.96905798,-117.91616682,274,33.96905312,-117.91615469
7505,Rowland Heights Loop Trail - Desire Ave Connector,,0401046,000056,0000560001,<Null>,1,TH,on desire,579,Unincorporated Los Angeles County,91748,4th District,Desire Av & Old Ranch Ravine Rd,"117° 53' 30.320"" W","33° 58' 29.411"" N",ST,IMG_0007854.jpg,Mapped,33.97484133,-117.89176771,263,33.97483646,-117.89175558
7507,Rowland Heights Connector Trail,,0401050,000057,0000570001,,1,TH,on balan st,622,Unincorporated Los Angeles County,91748,4th District,Bluehaven Dr & Balan Rd,"117° 52' 30.666"" W","33° 58' 43.087"" N",ST,IMG_0007856.jpg,Mapped,33.9786402,-117.87519718,261,33.97863533,-117.87518506
7509,Rowland Heights Loop Trail,,0401084,000055,0000550001,,1,TAPO,"opening in fence, w/ curb cut. maintenance vehicle access point",583,Unincorporated Los Angeles County,91748,4th District,Pathfinder Rd & Wellesley Dr,"117° 53' 37.601"" W","33° 58' 22.879"" N",N,IMG_0007825.jpg,Mapped,33.97302688,-117.89379015,262,33.97302201,-117.89377802
7512,Rio Hondo River Trail - Florence Ave Connector,,0401118,000059,0000590001,,1,TAPO,access from florence,135,Downey,90240,4th District,E Florence Ave & Scout Ave,"118° 8' 36.720"" W","33° 57' 38.021"" N",ST,IMG_0007907.jpg,Mapped,33.96056611,-118.14354556,248,33.96056126,-118.14353339
7513,Rio Hondo River Trail - Suva St Connector,,0401124,000060,0000600001,,1,TAPO,from suva. possible to cross to other side where there is also access but there is no crosswalk,141,Downey,90240,4th District,Guatemala Ave & Suva St,"118° 8' 6.638"" W","33° 57' 53.338"" N",N,IMG_0007914.jpg,Mapped,33.96482096,-118.13518929,249,33.96481611,-118.13517713
7519,LA River Trail - Rosecrans Ave North Connector,,0401169,000067,0000670001,,1,TAPO,from rosecrans,94,Paramount,90723,4th District,Orange Ave & Rosecrans Ave,"118° 10' 51.713"" W","33° 54' 13.743"" N",N,IMG_00071050.jpg,Mapped,33.90382223,-118.18104356,179,33.90381739,-118.18103139
7520,LA River Trail - Rosecrans Ave South Connector,,0401182,000068,0000680001,,1,TAPO,from rosecrans,96,Paramount,90723,4th District,Orange Ave & Rosecrans Ave,"118° 10' 52.807"" W","33° 54' 12.683"" N",N,IMG_00071049.jpg,Mapped,33.90352799,-118.18134755,180,33.90352314,-118.18133539
7523,Los Angeles River Trail,,0401267,000066,0000660005,040007,1,TAPO,from staging area,59,Long Beach,90805,4th District,E 72nd St & Hunsaker Ave,"118° 11' 13.854"" W","33° 53' 6.764"" N",SA,IMG_0007993.jpg,Mapped,33.88521695,-118.18719384,178,33.88391358,-118.1871779
7524,Los Angeles River Trail,,0401272,000066,0000660005,040018,1,TAPO,w/ open gate. to park,53,Long Beach,90805,4th District,De Forest Ave & Harding St,"118° 11' 31.116"" W","33° 52' 8.144"" N",SA,IMG_00071018.jpg,Mapped,33.86893386,-118.19198879,178,33.86710606,-118.19219191
7531,LA River Trail - W. Del Amo North Connector,,0401435,000069,0000690001,,1,TAPO,from del amo,57,Long Beach,90805,4th District,Oregon Ave & W Del Amo Blvd,"118° 12' 8.831"" W","33° 50' 48.338"" N",N,IMG_00071137.jpg,Mapped,33.84676549,-118.20246518,181,33.84676066,-118.20245302
7532,LA River Trail - W. Del Amo South Connector,,0401446,000070,0000700001,,1,TAPO,from del amo,57,Long Beach,90810,4th District,Orgeon Ave & W Del Amo Blvd,"118° 12' 8.877"" W","33° 50' 47.410"" N",N,IMG_00071136.jpg,Mapped,33.84650761,-118.20247795,182,33.84650277,-118.20246579
7545,Los Angeles River Trail,,0401522,000066,0000660006,040018,1,TAPO,w/ open gate. to park,49,Long Beach,90805,4th District,De Forest Ave & Harding St,"118° 11' 31.475"" W","33° 52' 7.416"" N",SA,IMG_00071018.jpg,Mapped,33.86873157,-118.19208861,178,33.86710606,-118.19219191
7546,San Gabriel River Trail,,0401523,000053,0000530029,040017,1,TAPO,,8,Seal Beach,90740,4th District,1st Street and Ocean Avenue,"118° 6' 52.454"" W","33° 44' 33.083"" N",SA,IMG_00081593.jpg,Mapped,33.74252791,-118.11458263,265,33.74277278,-118.114046
7547,Los Angeles River Trail,,0401524,000066,0000660001,040006,1,TH,,89,Paramount,90723,4th District,Century Blvd & Orange Ave,"118° 10' 35.567"" W","33° 55' 4.802"" N",SA,IMG_0007917.jpg,Mapped,33.91800529,-118.17655842,178,33.91865301,-118.17547554
7549,Schabarum-Skyline Nike Missile Site Connector,,0401528,000054,0000360001,040002,1,TAPO,from road/ uct to road,1161,Unincorporated Los Angeles County,90601,4th District,Workman Mill Rd & Crossroads Pkwy,"118° 0' 52.852"" W","34° 1' 2.383"" N",,IMG_000491.jpg,Mapped,34.01733334,-118.01469337,269,34.01735799,-118.01453676
7550,Schabarum-Skyline Trail - Extension Connector,,0401529,000063,0000360006,040016,1,TAPO,from staging area,615,Unincorporated Los Angeles County,91748,4th District,Calle Barcelona & Saleroso Dr,"117° 55' 42.291"" W","33° 58' 44.870"" N",SA,IMG_0004526.jpg,Mapped,33.97913537,-117.92842643,272,33.97943371,-117.92811808
7551,Schabarum-Skyline Trail - San Gabriel Valley Over*,,0401530,000064,0000610018,040004,1,TAPO,starts in grass field in park,467,Unincorporated Los Angeles County,91748,4th District,Colima Rd & S Azusa Ave,"117° 55' 52.381"" W","33° 59' 24.099"" N",SA,IMG_0004603.jpg,Mapped,33.99003244,-117.93122894,273,33.99062681,-117.92976845
7554,Rio Hondo River Trail,,0500038,000058,0000580001,,1,TH,at santa anita,313,El Monte,91731,1st District,Santa Anita Ave and West Hondo Parkway,"118° 1' 41.742"" W","34° 5' 43.426"" N",ST,IMG_00081875.jpg,Mapped,34.09540097,-118.02827391,247,34.0953961,-118.02826176
7555,Rio Hondo River Trail - Garvey Ave Connector,,0500041,000077,0000770001,,1,TAPO,from garvey,245,Rosemead,91770,1st District,East Garvey Ave and Sullivan Ave,"118° 4' 10.318"" W","34° 3' 45.211"" N",ST,IMG_00091920.jpg,Mapped,34.06256355,-118.06954496,250,34.06255869,-118.06953281
7559,Rio Hondo River Trail,,0500163,000058,0000580005,050002,1,TAPO,from park,188,Montebello,90640,1st District,Rea Dr and Beverly Blvd,"118° 5' 16.344"" W","34° 1' 3.057"" N",SA,IMG_00092038.jpg,Mapped,34.01752063,-118.0878856,247,34.01787464,-118.09064356
7562,Schabarum-Skyline Trail,,0500195,000036,0000360001,050001,1,TAPO,from pellinier,233,City of Industry,90601,1st District,Pellissier Place and Red Hat Lane,"118° 2' 24.567"" W","34° 1' 27.945"" N",SA,IMG_00081652.jpg,Mapped,34.02443391,-118.04016956,53,34.0243084,-118.04093209
7582,Rio Hondo River Trail - Garfield Ave S Connector,,0500422,000071,0000710001,,1,TAPO,from garfield,115,South Gate,90280,1st District,Garfiled Ave and Karmont Ave,"118° 10' 5.140"" W","33° 56' 23.638"" N",ST,IMG_00102129.jpg,Mapped,33.93990426,-118.16810669,252,33.93989942,-118.16809452
7583,Rio Hondo River Trail - Garfield Ave N Connector,,0500427,000072,0000720001,,1,TAPO,from garfield,116,South Gate,90280,1st District,Garfiled Ave and Karmont Ave,"118° 10' 4.559"" W","33° 56' 24.024"" N",ST,IMG_00092121.jpg,Mapped,33.94001146,-118.16794515,253,33.94000661,-118.16793299
7584,Rio Hondo River Trail - Southern Ave S Connector,,0500431,000073,0000730001,,1,TAPO,from southern/ stewart and grey,116,South Gate,90280,1st District,Southern Ave and Karmont Ave,"118° 9' 52.111"" W","33° 56' 39.139"" N",ST,IMG_00092113.jpg,Mapped,33.94421023,-118.1644874,254,33.94420538,-118.16447524
7585,Rio Hondo River Trail - Southern Ave N Connector,,0500437,000074,0000740001,,1,TAPO,from southern,115,South Gate,90280,1st District,Southern Ave and Karmont Ave,"118° 9' 51.339"" W","33° 56' 39.847"" N",ST,IMG_00092106.jpg,Mapped,33.94440676,-118.16427301,255,33.94440191,-118.16426084
7586,Rio Hondo River Trail - Firestone Blvd Connector,,0500441,000075,0000750001,,1,TAPO,from firestone,116,South Gate,90280,1st District,Firestone Blvd and Garfield Ave,"118° 9' 37.992"" W","33° 56' 55.844"" N",ST,IMG_00092097.jpg,Mapped,33.9488505,-118.1605654,256,33.94884565,-118.16055323
7592,San Gabriel River Trail - Lario Connector,Santa Fe Dam Recreational Area,0500496,000082,0000820030,,1,TH,at staging area,590,City of Azusa,91010,1st District,East Foothill Boulevard and north Irwindale Avenue,"117° 56' 23.055"" W","34° 8' 10.951"" N",SA,IMG_00112851.jpg,Mapped,34.13638007,-117.93974966,307,34.13637519,-117.93973751
7593,San Gabriel River Trail - Eastern Bank,,0500508,000083,0000830001,,1,TH,no nearby parking,285,City of Industry,91732,1st District,Valley Boulevard and I-605,"118° 0' 23.432"" W","34° 3' 20.284"" N",ST,IMG_00112766.jpg,Mapped,34.05563929,-118.00652099,419,34.05563442,-118.00650885
7618,San Gabriel River Trail - Beverly Blvd Connector,,0500870,000087,0000870033,,1,TAPO,from beverly,197,City of Pico Rivera,90660,1st District,East Beverly Boulevard and Amberwood Avenue,"118° 4' 4.022"" W","34° 0' 24.259"" N",ST,IMG_00112695.jpg,Mapped,34.00674336,-118.06779601,318,34.0067385,-118.06778386
7619,San Gabriel River Trail - Whittier Blvd Connector,,0500873,000088,0000880034,,1,TAPO,from whittier blvd,179,City of Pico Rivera,90606,1st District,Whittier Boulevard and Esperanza Avenue,"118° 4' 18.196"" W","33° 59' 43.762"" N",ST,IMG_00112709.jpg,Mapped,33.99549439,-118.07173319,319,33.99548953,-118.07172103
7620,San Gabriel River - Schabarum Connector,Pico Rivera Bicentennial Park,0500897,000084,0000840001,,1,TH,starts at equestrian area,227,Unincorporated Los Angeles County,90660,1st District,Peck Road and Rooks Road,"118° 2' 29.058"" W","34° 1' 49.894"" N",ST,IMG_00112720.jpg,Mapped,34.03053106,-118.04141725,308,34.03052619,-118.0414051
7621,Avocado Heights Trail,,0501208,000081,0000810001,,1,TAPO,trail continues,330,Bassett,91746,1st District,845 S4th St,"117° 59' 49.655"" W","34° 1' 48.420"" N",ST,IMG_00102417.jpg,Mapped,34.03012151,-117.99713865,64,34.03011664,-117.9971265
7622,WNRA Nature Center Trail,Whittier Narrows Recreation Area,0500473,000090,0000900001,050007,1,TH,added in GIS,227,Unincorporated Los Angeles County,90660,1st District,Durfee Avenue and Pack Road,"118° 2' 40.534"" W","34° 2' 2.320"" N",SA,,Mapped,34.03398277,-118.0446048,321,34.03449706,-118.04495374
7624,San Gabriel River Trail,,0501220,000053,0000530001,000030,1,TH,junction w/ van tassell trail,676,City of Azusa,91010,1st District,,"117° 55' 44.592"" W","34° 9' 7.530"" N",ST,IMG_00102455.jpg,Mapped,34.1520966,-117.92906542,265,34.1520966,-117.92906542
7625,San Gabriel River Trail - Siphon Road BP Connector,,0501225,000086,0000530003,,1,TAPO,"from street, open gate",243,Unincorporated Los Angeles County,91733,1st District,Peck Road and Durfee Avenue,"118° 2' 16.278"" W","34° 2' 5.069"" N",ST,IMG_00112615.jpg,Mapped,34.03474626,-118.03786726,317,34.0347414,-118.03785511
7626,Rio Hondo River Trail - Whittier Narrows Connector,,0501221,000076,0000770001,,1,TAPO,from garvey,245,Rosemead,91770,1st District,East Garvey Ave and Sullivan Ave,"118° 4' 10.318"" W","34° 3' 45.211"" N",ST,IMG_00091920.jpg,Mapped,34.06256355,-118.06954496,251,34.06255869,-118.06953281
7627,Rio Hondo San Gabriel River Trail Connector,,0501222,000078,0000770001,,1,TAPO,from garvey,245,Rosemead,91770,1st District,East Garvey Ave and Sullivan Ave,"118° 4' 10.318"" W","34° 3' 45.211"" N",ST,IMG_00091920.jpg,Mapped,34.06256355,-118.06954496,257,34.06255869,-118.06953281
7628,San Jose Creek Trail,,0501223,000089,0000830001,,1,TAPO,,255,City of Industry,91732,1st District,Valley Boulevard and I-605,"118° 1' 30.046"" W","34° 2' 18.329"" N",ST,IMG_00112766.jpg,Mapped,34.0384296,-118.02502482,320,34.03842474,-118.02501267
7629,San Gabriel River Trail - Rush Street Extension,,0501224,000085,0000530002,,1,TAPO,"from alley to right, opening in fence to bike/ped to left",278,City of Industry,91732,1st District,Magnolia Street and Parkway Drive,"118° 0' 36.312"" W","34° 3' 4.705"" N",ST,IMG_00112590.jpg,Mapped,34.05131191,-118.01009876,309,34.05130704,-118.01008661
7630,92 Trail,CA State Parks - Topanga,0100001,010002,0100020000,,1,TAPO,Auto Generated and Verified,1158,Unincorporated Los Angeles County,90290,3rd District,21042 Entrada Rd,"118° 35' 32.679"" W","34° 5' 31.373"" N",ST,,Mapped,34.09205297,-118.59242306,59,34.09204813,-118.59241081
7632,Agoura Equestrian Center Connector Trail,National Parks Service,0200004,020002,0200020000,020051,1,TH,Auto Generated and Verified,1011,Unincorporated Los Angeles County,91301,3rd District,Cheseboro Canyon Rd and Cheseboro Road,"118° 43' 50.974"" W","34° 9' 23.571"" N",SA,,Mapped,34.15655231,-118.73083841,60,34.15611327,-118.73114169
7633,Amy Way Trail,CA State Parks - Topanga,0100006,010003,0100030000,,1,TAPO,Auto Generated and Verified,1304,Los Angeles,90290,3rd District,298 Amy Way,"118° 35' 25.972"" W","34° 5' 18.179"" N",ST,,Mapped,34.08838793,-118.59056012,62,34.08838309,-118.59054788
7634,Ann Skager Trail,CA State Parks - Malibu Creek,0100010,010004,0100040000,010012,1,TAPO,Auto Generated and Verified,540,Unincorporated Los Angeles County,91302,3rd District,27371 Waycross Dr,"118° 42' 51.740"" W","34° 5' 46.766"" N",SA,,Mapped,34.09632877,-118.71438438,63,34.09681547,-118.71614763
7635,Arroyo Sequit Entrance Road,National Parks Service,0200012,020003,0200030000,020020,1,TH,Auto Generated and Verified,1095,Unincorporated Los Angeles County,90265,3rd District,34136 Mulholland Hwy,"118° 53' 26.971"" W","34° 5' 21.101"" N",SA,,Mapped,34.08919965,-118.89083761,326,34.0890167,-118.89071355
7636,Arroyo Sequit Loop Trail,National Parks Service,0200013,020004,0200040000,020020,1,TH,Auto Generated and Verified,1156,Unincorporated Los Angeles County,90265,3rd District,34136 Mullholland Hwy,"118° 53' 27.416"" W","34° 5' 10.637"" N",SA,,Mapped,34.08629292,-118.89096112,327,34.0890167,-118.89071355
7637,Arroyo Sequit Loop Trail,National Parks Service,0200014,020004,0200040000,020020,1,TH,Auto Generated and Verified,1156,Unincorporated Los Angeles County,90265,3rd District,34136 Mullholland Hwy,"118° 53' 24.539"" W","34° 5' 11.647"" N",SA,,Mapped,34.08657347,-118.89016199,327,34.0890167,-118.89071355
7638,Backbone Trail - Connector,National Parks Service,0200019,020005,0200050000,,1,TH,Confirmed with NPS data points,1576,Unincorporated Los Angeles County,90265,3rd District,1129 S Kanan Dume Rd,"118° 49' 4.924"" W","34° 4' 43.344"" N",ST,,Mapped,34.07871162,-118.81804678,328,34.0787068,-118.81803449
7639,Backbone Trail - Encinal to Mulholland,National Parks Service,0200027,020007,0200070000,020067,1,TH,Auto Generated and Verified,1397,Unincorporated Los Angeles County,90265,3rd District,1063 Encinal Canyon Rd,"118° 51' 41.301"" W","34° 5' 6.322"" N",SA,,Mapped,34.08509415,-118.86148466,69,34.08530284,-118.86248446
7642,Backbone Trail - Fossil Ridge,CA State Parks - Topanga,0100031,010009,0100090000,020017,1,TAPO,Auto Generated and Verified,2397,Unincorporated Los Angeles County,90290,3rd District,24745 Saddle Peak Rd,"118° 38' 38.761"" W","34° 4' 55.354"" N",SA,,Mapped,34.08204765,-118.64411248,71,34.08128521,-118.6455619
7643,Backbone Trail - Fossil Ridge,CA State Parks - Topanga,0100032,010009,0100090000,010016,1,TAPO,Auto Generated and Verified,2353,Unincorporated Los Angeles County,90290,3rd District,23809 Saddle Peak Rd,"118° 38' 9.252"" W","34° 5' 1.826"" N",SA,,Mapped,34.08384526,-118.63591572,71,34.0838348,-118.63615956
7644,Backbone Trail - Hondo Canyon Trail,CA State Parks - Topanga,0100033,010010,0100100000,010016,1,TAPO,Auto Generated and Verified,2353,Unincorporated Los Angeles County,90290,3rd District,23809 Saddle Peak Rd,"118° 38' 9.252"" W","34° 5' 1.826"" N",SA,,Mapped,34.08384526,-118.63591572,72,34.0838348,-118.63615956
7645,Backbone Trail - Hondo Canyon Trail,CA State Parks - Topanga,0100034,010010,0100100000,,1,TH,Auto Generated and Verified,790,Unincorporated Los Angeles County,90290,3rd District,325 Old Topanga Canyon Rd,"118° 36' 33.101"" W","34° 5' 34.934"" N",ST,,Mapped,34.09304197,-118.60920706,72,34.09303713,-118.6091948
7646,Backbone Trail - Latigo Canyon,National Parks Service,0200037,020010,0200100000,020016,1,TH,Confirmed with NPS data points,2044,Unincorporated Los Angeles County,90265,3rd District,1770 Latigo Canyon Rd,"118° 47' 38.055"" W","34° 4' 40.449"" N",SA,,Mapped,34.07790737,-118.79391645,74,34.07805922,-118.79375099
7647,Backbone Trail - Lower Betty Rogers,CA State Parks - Will Rogers,0100039,010012,0100120000,010006,1,TAPO,Auto Generated and Verified,426,Los Angeles,90272,3rd District,1666 Will Rogers State Park Rd,"118° 30' 47.379"" W","34° 3' 15.486"" N",SA,,Mapped,34.0543065,-118.51317308,75,34.05390543,-118.51161491
7648,Backbone Trail - Upper Solstice Canyon,CA State Parks - Malibu Creek,0100041,030004,0100140000,010008,1,TH,Auto Generated and Verified,1992,Unincorporated Los Angeles County,90265,3rd District,Castro Peak Mtwy,"118° 45' 30.218"" W","34° 4' 55.211"" N",SA,,Mapped,34.08200797,-118.75840606,88,34.08202331,-118.75840519
7649,Backbone Trail - Mulholland to Etz Meloy,National Parks Service,0200045,020011,0200110000,,1,TAPO,Auto Generated and Verified,1622,Unincorporated Los Angeles County,90265,3rd District,33286 Mulholland Hwy,"118° 52' 1.657"" W","34° 5' 29.967"" N",ST,,Mapped,34.09166241,-118.86713927,77,34.09165759,-118.86712697
7650,Backbone Trail - Newton Canyon,National Parks Service,0200049,020012,0200120000,020015,1,TH,Confirmed with NPS data points,1540,Unincorporated Los Angeles County,90265,3rd District,1701 S Kanan Dume Rd,"118° 48' 57.340"" W","34° 4' 34.051"" N",SA,,Mapped,34.07613002,-118.81594009,79,34.07597932,-118.81541283
7651,Backbone Trail - Newton Canyon,National Parks Service,0200050,020012,0200120000,020016,1,TH,Confirmed with NPS data points,2044,Unincorporated Los Angeles County,90265,3rd District,1770 Latigo Canyon Rd,"118° 47' 38.055"" W","34° 4' 40.449"" N",SA,,Mapped,34.07790737,-118.79391645,79,34.07805922,-118.79375099
7652,Backbone Trail - Topanga School Trail,CA State Parks - Topanga,0100051,010016,0100160000,,1,TH,Auto Generated and Verified,790,Unincorporated Los Angeles County,90290,3rd District,325 Old Topanga Canyon Rd,"118° 36' 33.101"" W","34° 5' 34.934"" N",ST,,Mapped,34.09304197,-118.60920706,86,34.09303713,-118.6091948
7653,Backbone Trail - Dead Horse Trail,CA State Parks - Topanga,0100056,010007,0100070000,010011,1,TAPO,Auto Generated and Verified,851,Unincorporated Los Angeles County,90290,3rd District,21943 Entrada Rd,"118° 36' 3.150"" W","34° 5' 40.260"" N",SA,,Mapped,34.0945216,-118.60088718,67,34.09459087,-118.60100712
7654,Backbone Trail - Piuma Connector Trail,National Parks Service,0100061,010017,0200140000,010007,1,TAPO,Auto Generated and Verified,500,Unincorporated Los Angeles County,91302,3rd District,,"118° 42' 15.250"" W","34° 4' 48.638"" N",SA,,Mapped,34.08018216,-118.70424849,80,34.08008515,-118.70381667
7656,Backbone Trail - Piuma Ridge,CA State Parks - Malibu Creek,0100064,010018,0100180000,020068,1,TH,Auto Generated and Verified,463,Unincorporated Los Angeles County,91302,3rd District,26278 Piuma Rd,"118° 42' 12.114"" W","34° 4' 54.477"" N",SA,,Mapped,34.08180404,-118.70337732,81,34.08204647,-118.70431305
7658,Backbone Trail - Saddle Peak,CA State Parks - Malibu Creek,0300070,030002,0300020000,020017,1,TH,Auto Generated and Verified,2374,Unincorporated Los Angeles County,90290,3rd District,24839 Saddle Peak Rd,"118° 38' 42.252"" W","34° 4' 52.556"" N",SA,,Mapped,34.08127044,-118.64508228,84,34.08128521,-118.6455619
7659,Backbone Trail - Topanga Ridge Motorway,National Parks Service,0200073,020016,0200160000,020017,1,TH,Auto Generated and Verified,2374,Unincorporated Los Angeles County,90290,3rd District,24839 Saddle Peak Rd,"118° 38' 42.252"" W","34° 4' 52.556"" N",SA,,Mapped,34.08127044,-118.64508228,329,34.08128521,-118.6455619
7660,Backbone Trail - Topanga Ridge Motorway,National Parks Service,0200074,020016,0200160000,020017,1,TAPO,Auto Generated and Verified,2397,Unincorporated Los Angeles County,90290,3rd District,24745 Saddle Peak Rd,"118° 38' 38.761"" W","34° 4' 55.354"" N",SA,,Mapped,34.08204765,-118.64411248,329,34.08128521,-118.6455619
7661,Backbone Trail - Trancas Canyon,CA State Parks - Malibu Creek,0300075,030003,0300030000,020067,1,TH,Auto Generated and Verified,1397,Unincorporated Los Angeles County,90265,3rd District,1063 Encinal Canyon Rd,"118° 51' 41.301"" W","34° 5' 6.322"" N",SA,,Mapped,34.08509415,-118.86148466,87,34.08530284,-118.86248446
7664,Backbone Trail - Upper Solstice Canyon,CA State Parks - Malibu Creek,0300080,030004,0300040000,010008,1,TH,Auto Generated and Verified,1992,Unincorporated Los Angeles County,90265,3rd District,Castro Peak Mtwy,"118° 45' 30.218"" W","34° 4' 55.211"" N",SA,,Mapped,34.08200797,-118.75840606,88,34.08202331,-118.75840519
7665,Backbone Trail - Zuma Canyon,National Parks Service,0200084,020019,0200190000,020015,1,TH,Confirmed with NPS data points,1540,Unincorporated Los Angeles County,90265,3rd District,1701 S Kanan Dume Rd,"118° 48' 57.340"" W","34° 4' 34.051"" N",SA,,Mapped,34.07613002,-118.81594009,90,34.07597932,-118.81541283
7666,Backdrop Trail,National Parks Service,0200087,020021,0200210000,020034,1,TAPO,Auto Generated and Verified,836,Unincorporated Los Angeles County,91301,3rd District,2900 Cornell Rd,"118° 45' 41.766"" W","34° 7' 11.847"" N",SA,,Mapped,34.11996225,-118.76161382,331,34.115627,-118.75482105
7667,Barn Service Road,CA State Parks - Will Rogers,0100090,010026,0100260000,010006,1,TAPO,Auto Generated and Verified,429,Los Angeles,90272,3rd District,1798 Will Rogers State Park Rd,"118° 30' 41.537"" W","34° 3' 16.319"" N",SA,,Mapped,34.05453782,-118.5115503,92,34.05390543,-118.51161491
7668,Beverly Drive -Franklin Canyon Connector Trail,National Parks Service,0200101,020022,0200220000,,1,TAPO,Auto Generated and Verified,809,Unincorporated Los Angeles County,90210,3rd District,2054 N Beverly Dr,"118° 25' 1.583"" W","34° 6' 31.079"" N",ST,,Mapped,34.10863802,-118.41711857,98,34.10863316,-118.41710635
7671,Botany Trail,National Parks Service,0200120,020025,0200250000,020011,1,TAPO,Auto Generated and Verified,1326,Unincorporated Los Angeles County,90265,3rd District,Carmichael Rd,"118° 52' 46.292"" W","34° 3' 28.965"" N",SA,,Mapped,34.05805072,-118.87953786,332,34.05878327,-118.87961425
7673,Calabasas - Cold Creek Trail,National Parks Service,0200133,020030,0200300000,,1,TAPO,Auto Generated and Verified,726,Unincorporated Los Angeles County,91302,3rd District,1401 Cold Canyon Rd,"118° 40' 47.511"" W","34° 5' 32.779"" N",ST,,Mapped,34.09244337,-118.67987643,108,34.09243854,-118.67986416
7675,Calabasas Peak Motorway,National Parks Service,0200135,020031,0200310000,,1,TH,Auto Generated and Verified,1252,Unincorporated Los Angeles County,91302,3rd District,1658 Stunt Rd,"118° 38' 58.293"" W","34° 5' 43.081"" N",ST,,Mapped,34.09530499,-118.64953823,109,34.09530015,-118.64952597
7677,California Coastal Trail,National Parks Service,0200137,010187,0101870000,,1,TAPO,Auto Generated and Verified,6,Malibu,90265,3rd District,29377 Cliffside Drive,"118° 48' 18.315"" W","34° 0' 8.680"" N",ST,,Mapped,34.00241601,-118.80509988,110,34.00241119,-118.80508761
7678,California Coastal Trail,National Parks Service,0200138,010187,0101870000,020071,1,TAPO,Auto Generated and Verified,25,Los Angeles,90272,3rd District,17301 Pacific Coast Hwy,"118° 33' 20.905"" W","34° 2' 17.181"" N",SA,,Mapped,34.03811072,-118.55581916,110,34.03815093,-118.55478982
7679,California Coastal Trail,National Parks Service,0200140,010187,0101870000,020002,1,TAPO,Auto Generated and Verified,25,Malibu,90265,3rd District,Westward Beach Rd,"118° 48' 30.061"" W","34° 0' 7.803"" N",SA,,Mapped,34.00217237,-118.80836255,110,34.00473173,-118.81062717
7680,California Coastal Trail,National Parks Service,0200142,010187,0101870000,020069,1,TAPO,Auto Generated and Verified,28,Unincorporated Los Angeles County,90265,3rd District,36424 Pacific Coast Hwy,"118° 56' 17.146"" W","34° 2' 39.361"" N",SA,,Mapped,34.04427179,-118.93810855,110,34.04517459,-118.94141246
7682,Castro Motorway,CA State Parks - Malibu Creek,0300151,030006,0300060004,010008,1,TH,Auto Generated and Verified,1992,Unincorporated Los Angeles County,90265,3rd District,Castro Peak Mtwy,"118° 45' 30.218"" W","34° 4' 55.211"" N",SA,,Mapped,34.08200797,-118.75840606,113,34.08202331,-118.75840519
7684,Charmichael Knob Trail,National Parks Service,0200161,020036,0200360000,020011,1,TAPO,Auto Generated and Verified,1394,Unincorporated Los Angeles County,90265,3rd District,Carmichael Rd,"118° 52' 48.944"" W","34° 3' 20.241"" N",SA,,Mapped,34.05562738,-118.88027452,335,34.05878327,-118.87961425
